id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
649140810560424199,Alegría Sevilla Urban,301473052,Esther,Casco Antiguo,San Bartolomé,37.38683,-5.98768,Entire home/apt,105,1,2,2022-08-16,1.33,25,88,2,VFT/SE/00798
649256353649044378,Monkeys Apartments Siete Revueltas Deluxe.,49873291,Monkeys Apartments,Casco Antiguo,Alfalfa,37.3908512,-5.9921691,Entire home/apt,118,2,0,,,23,215,0,VFT/SE/09172
649619684458965536,Eva Recommends terraza privada con vistas San Gil,31420918,Eva Recommends,Casco Antiguo,San Lorenzo,37.3976,-5.9978005,Entire home/apt,155,1,1,2022-07-01,0.34,15,166,1,VFT/SE/07736
649686912459501700,Duplex Alfalfa con terraza privada,7233908,Tourist,Casco Antiguo,Alfalfa,37.39077,-5.99019,Entire home/apt,229,2,0,,,7,358,0,VFT/SE/08995
649812972962892479,Habitación Privada Triana,161948517,Ana Maria,Triana,Triana Este,37.37713,-6.0056,Private room,20,1,1,2022-06-18,0.30,3,364,1,Exempt
649883767123753468,Estudio Alfalfa,7233908,Tourist,Casco Antiguo,Alfalfa,37.38990165067113,-5.990334106346995,Private room,119,2,0,,,7,353,0,VFT/SE/08993
649902850061636708,Apartamento Quevedo,287871445,Juan Y Laura,Casco Antiguo,"Encarnación, Regina",37.3945,-5.99346,Entire home/apt,500,2,0,,,25,33,0,VTF/SE/03488
649913828192217300,San Lorenzo Collection Homes 01 - Space Maison,57717385,Space Maison,Casco Antiguo,San Lorenzo,37.3970992290267,-5.995602469064197,Entire home/apt,116,2,0,,,13,45,0,VFT/SE/09407
649929383486973504,bonito apartamento en el centro de Sevilla,349451801,El Viajero En Sevilla,Casco Antiguo,Museo,37.39086,-5.99938,Entire home/apt,101,1,3,2022-09-25,3,1,203,3,VFT/SE/09443
649963315483485652,Apartamento con Terraza privada en Alameda,287871445,Juan Y Laura,Casco Antiguo,San Gil,37.40105,-5.98983,Entire home/apt,111,2,0,,,25,86,0,VFT/SE/05753
649976271490757798,Dúplex en casco histórico,255965780,***CheckINN,Casco Antiguo,Feria,37.39585,-5.98886,Entire home/apt,89,2,0,,,11,71,0,VFT/SE/08738
650273500112909899,⚡️COZY/NEST/LOFT/DOWNTOWN/MACARENA3PAX,232087128,Sevilla Lovers,Casco Antiguo,Feria,37.40020642559863,-5.989732837254027,Entire home/apt,37,1,11,2022-09-25,6.73,1,347,11,Exempt
650502815355683979,"High quality apartment 1 bedroom, 1 bathroom La Algaba",51048225,Javier,Macarena - Norte,La Bachillera,37.45599,-6.01438,Entire home/apt,82,1,2,2022-08-07,0.87,101,360,2,VFT/SE/08380
651076230628612435,"Apartamento centro Sevilla, 2 habitaciones AC/WiFi",243308448,Fabio,Casco Antiguo,San Bartolomé,37.39065430365736,-5.985290738034141,Entire home/apt,66,3,5,2022-08-22,1.65,26,133,5,VFT/SE/01418
651199960097501903,Agradable apartamento en el centro de Sevilla,458767330,Aparturistic Domo,Casco Antiguo,San Julián,37.3985298,-5.986553900000001,Entire home/apt,119,1,0,,,6,61,0,VFT/SE/08677
651297617338523522,Apartamento José Laguillo.,163423434,Pablo,San Pablo - Santa Justa,San José Obrero,37.39334,-5.9793,Entire home/apt,83,1,4,2022-09-21,2.14,1,129,4,VFT/SE/04454
651529674220902456,"Habitación en Triana,Piso muy acogedor y reformado",81057718,Ainhoa,Triana,Triana Oeste,37.383773102739596,-6.009565526989168,Private room,40,1,3,2022-09-25,3,1,363,3,CTC-2022204660
651555455006919335,Apartamento Feijoo,255965780,***CheckINN,Casco Antiguo,"Encarnación, Regina",37.39444,-5.98958,Entire home/apt,85,3,1,2022-09-08,1,11,66,1,VFT/SE/00488
651889137170607218,loft seville center matri,2654826,Jonatan,Casco Antiguo,Feria,37.39774866604575,-5.992168984655755,Entire home/apt,62,1,4,2022-08-07,1.32,3,47,4,A/SE/00345
652027831088100962,loft sevilla centre indiv,2654826,Jonatan,Casco Antiguo,Feria,37.397728268935,-5.992198102176189,Entire home/apt,58,1,2,2022-08-12,0.75,3,41,2,A/SE/00345
652071205732286725,Fantástico hogar.,464866796,Sonia,Palmera - Bellavista,Bellavista,37.34035,-5.9316,Private room,50,1,0,,,1,362,0,Exempt
652765659081581533,Amplio piso de lujo en el corazón de Nervión,135867871,Pickman Sala,Nervión,La Buhaira,37.382206816910646,-5.975392258251158,Entire home/apt,130,30,0,,,8,304,0,Exempt
652774125574669715,Preciosa oportunidad apartamento,415257749,Lydia,Triana,Barrio León,37.37962573365866,-6.010126824449907,Entire home/apt,100,1,1,2022-09-19,1,1,88,1,
653974434766673477,DELUXE TRIANA CENTER,257389421,Patro,Triana,Triana Este,37.37833812558968,-6.001365297687182,Entire home/apt,61,2,8,2022-09-23,4.14,1,236,8,VFT/SE/09760
654135813751332913,Apartamento Azafrán,255965780,***CheckINN,Casco Antiguo,Santa Catalina,37.39266,-5.98451,Entire home/apt,91,3,0,,,11,80,0,CTC-2021016229
654156767497444954,Puerta del Arenal Balcony - Kainga Homes,413914456,Kainga,Casco Antiguo,Arenal,37.3864199,-5.9958688,Entire home/apt,110,1,2,2022-08-07,0.74,11,334,2,VFT/SE/09698
655036176862120500,"Amazing Penhouse Alameda, Jacuzzi, Electric Garage",110765903,Miguel,Casco Antiguo,San Lorenzo,37.398943917586244,-5.993931223573464,Entire home/apt,138,3,1,2022-09-04,1,5,342,1,
655104014750642584,Apartamento para dos personas en casco histórico.,465594395,Eduardo,Casco Antiguo,Alfalfa,37.391912282085826,-5.990369381780026,Entire home/apt,60,1,0,,,1,83,0,VFT/SE/09692
655121427767540326,Apartamento Centro de Sevilla,176917759,Jesus Y Nieves,Casco Antiguo,Santa Catalina,37.392787143804476,-5.987741499999994,Entire home/apt,107,1,28,2022-09-24,11.20,1,220,28,VFT/SE/03829
655601328120282107,Moderno estudio con las mejores vistas de Sevilla,14958822,Nacho,Triana,Triana Casco Antiguo,37.38299,-5.99949,Entire home/apt,100,2,2,2022-09-10,1.03,125,67,2,CTC-2022137835
655615619832801687,San Marcos SweetHome,209748933,Mariano,Casco Antiguo,San Julián,37.3961482,-5.987289800000001,Entire home/apt,127,2,0,,,32,14,0,VFT/SE/01190
655682167058230390,Diseño & Vanguardia Luxury Suite,209748933,Mariano,Casco Antiguo,Feria,37.39991,-5.99179,Entire home/apt,162,1,0,,,32,93,0,VFT/SE/03126
655758202236813702,H S-patio-Netflix-PARKING (según disponilidad),3647689,Pilar Y Alberto,Casco Antiguo,Feria,37.396718680903945,-5.9884775624240385,Entire home/apt,85,1,3,2022-09-04,1.76,8,86,3,VFT/SE/01179
655932897093195514,Salma House- Habitacion cama 135,463671770,Salma,Cerro - Amate,El Cerro,37.37484221968114,-5.959916456106974,Private room,36,1,7,2022-09-14,2.47,5,306,7,2022148935
655939748360699543,Salma' House- Habitacion double,463671770,Salma,Cerro - Amate,El Cerro,37.373196535898295,-5.9623629531761875,Private room,30,1,4,2022-09-18,1.82,5,305,4,Exempt
656227890765750539,DÚPLEX CENTER - PÁRKING - NETFLIX - AMAZON VIDEO,3647689,Pilar Y Alberto,Casco Antiguo,"Encarnación, Regina",37.39451044031428,-5.995247630401598,Entire home/apt,116,1,6,2022-08-25,2.34,8,92,6,VFT/SE/01932
656234652044406718,SUITE-Parking (según disponibilidad),3647689,Pilar Y Alberto,Casco Antiguo,San Julián,37.39731,-5.98698,Entire home/apt,71,1,0,,,8,84,0,VFT/SE/03760
656237960148923295,L C-PARKING (según disponibilidad) NETFLIX,3647689,Pilar Y Alberto,Casco Antiguo,"Encarnación, Regina",37.39402166840034,-5.988368683002254,Entire home/apt,91,1,9,2022-09-08,3.33,8,75,9,VFT/SE/04706
656257306025530700,Apartamento La Feria,287871445,Juan Y Laura,Los Remedios,Los Remedios,37.37509072367318,-5.999505309258399,Entire home/apt,106,2,2,2022-09-25,2,25,77,2,VFT/SE/05109
656378675313385602,Espectacular loft en Casco Antiguo,465871750,Raquel,Casco Antiguo,San Julián,37.39861429182452,-5.982266092704061,Entire home/apt,46,4,3,2022-09-21,3,1,272,3,Exent
656966719366063317,Encantador estudio en Alameda de Hércules,182169184,Maria Elena,Casco Antiguo,San Gil,37.4025383,-5.9923342,Entire home/apt,71,1,0,,,15,212,0,VFT/SE/09591
657106842755852589,Apartamento a estrenar en San Juan de la Palma,466021151,Alberto,Casco Antiguo,"Encarnación, Regina",37.3949349,-5.9907042,Entire home/apt,52,1,4,2022-09-18,4,2,52,4,VFT/SE/O7018
657172743053049029,Ático con terraza privada,3340359,Cristina,Casco Antiguo,Feria,37.3970367,-5.9880002,Entire home/apt,145,2,2,2022-09-22,2,7,88,2,RTA A / SE / 00102
658003823629806607,Beautiful apartment next to the Cathedral,466236906,Alberto,Casco Antiguo,Santa Cruz,37.38670538323262,-5.990357182254319,Entire home/apt,124,2,1,2022-07-11,0.38,4,273,1,VFT/SE/01789
658250389369971700,Wonderful apartment next to La Catedral-2D 1B,466236906,Alberto,Casco Antiguo,Santa Cruz,37.38733030289703,-5.992278561137257,Entire home/apt,138,2,1,2022-09-18,1,4,251,1,VFT/SE/01787
658309813955413141,Wonderful penthouse - views of the Cathedral -1D1B,466236906,Alberto,Casco Antiguo,Santa Cruz,37.38727412790628,-5.990903347517853,Entire home/apt,115,2,0,,,4,262,0,VFT/SE/07602
658337004689869336,Fantastic penthouse- views of the Cathedral -1D 1B,466236906,Alberto,Casco Antiguo,Santa Cruz,37.38718930902338,-5.992436013223317,Entire home/apt,105,2,3,2022-09-12,1.67,4,262,3,VFT/SE/017601
658363593199202986,Nuevo estudio centro Sevilla. AC/WIFI,243308448,Fabio,Casco Antiguo,San Julián,37.39714621489136,-5.986925557535265,Entire home/apt,66,3,6,2022-09-11,3.10,26,134,6,CTC-2019137900
658377544670335900,"Apartamento comodo y centrico/AC, Zona Alameda",243308448,Fabio,Casco Antiguo,Feria,37.39821933992907,-5.992549558725041,Entire home/apt,55,3,3,2022-09-05,1.58,26,125,3,CTC-2019210739
658392098035501161,Céntriko - Conteros (I),305225950,Céntriko,Casco Antiguo,Santa Cruz,37.38633935688908,-5.993686648659056,Entire home/apt,152,1,3,2022-08-22,1.13,13,263,3,VFT/SE/03652
658411557110849704,PRECIOSO APARTAMENTO CON PATIO,109706344,Mª Del Pilar,Casco Antiguo,Alfalfa,37.39183029362375,-5.992116470531127,Entire home/apt,60,2,2,2022-09-21,1.62,2,101,2,VFT/SE/01797
658423042106551431,Conteros (II),305225950,Céntriko,Casco Antiguo,Santa Cruz,37.38823262938477,-5.992076723242565,Entire home/apt,167,1,4,2022-09-15,2.03,13,264,4,VFT/SE/03652
658551525576470660,Preciosa habitacion con un excelente ambiente,466360312,Karol,Sur,La Oliva,37.36488792217536,-5.968836003927411,Private room,29,1,0,,,1,0,0,Exempt
658568130061072142,"PRECIOSO CORTIJO CON PISCINA,  IDEAL VACACIONES",466365771,Macarena,Palmera - Bellavista,Bellavista,37.31020112444731,-5.975981266873709,Entire home/apt,216,4,3,2022-09-06,1.55,1,343,3,VFT/SE/09368
658583083396742730,Mata Mua Suites,466370402,Mattia,Casco Antiguo,Feria,37.4001940464341,-5.9933907880302,Entire home/apt,118,2,0,,,2,352,0,VFT/SE/09018
659056836535409571,Magno Azafrán,454234945,Rosa,Casco Antiguo,Santa Catalina,37.39174784123616,-5.988420330196336,Entire home/apt,198,1,0,,,1,341,0,VFT/SE/08427
659097827427775090,Habitación indiv privada con escritorio y AC-Mujer,75252239,Miryam,San Pablo - Santa Justa,San Pablo D y E,37.398415369907006,-5.95900391067557,Private room,24,4,1,2022-07-10,0.38,3,55,1,VFT/SE/04192
659151557938689500,"Apartamento Corral de Vecinos, Patio de las Flores",401451888,MaríaTeresa,Triana,Triana Casco Antiguo,37.3865721,-6.0047315,Entire home/apt,120,1,1,2022-09-13,1,1,181,1,VFT/SE/09761
659230914138781728,Brand new apartment in the heart of Triana,466021151,Alberto,Triana,Triana Casco Antiguo,37.3841026,-6.003087799999999,Entire home/apt,53,1,9,2022-09-25,9,2,57,9,VFT/SE/7000
659268188983707662,Habitación Privada En piso compartido,400337297,Amine,Casco Antiguo,Feria,37.39921179671852,-5.990789789016735,Private room,59,2,0,,,3,175,0,VFT/SE4256
659311133909003460,Don Remondo 4,461641629,Gloria,Casco Antiguo,San Bartolomé,37.3898056096212,-5.985528694370546,Entire home/apt,143,1,0,,,6,343,0,VFT/SE/09167
659312902677212861,Don Remondo 3,461641629,Gloria,Casco Antiguo,San Bartolomé,37.389632130826364,-5.98534916476596,Entire home/apt,135,1,0,,,6,345,0,VFT/SE/09167
659313128792607895,Don Remondo 2,461641629,Gloria,Nervión,La Florida,37.38819,-5.98476,Entire home/apt,140,1,0,,,6,346,0,VFT/SE/09167
659472362683600822,Hermoso conjunto residencial con piscina y parque,380716799,César,Este - Alcosa - Torreblanca,no asignado,37.4072872,-5.9293308,Entire home/apt,149,1,0,,,1,0,0,VFT/SE/09789
659851218757182010,Junto Plaza de España 3BR 5px elegante y espacioso,55540853,Miguel,Sur,"Prado, Parque María Luisa",37.379061166103284,-5.983393182128285,Entire home/apt,196,3,1,2022-09-17,1,2,75,1,VFT/SE/09522
659991798200958956,Casa Salma- Habitación doble con baño compartida,463671770,Salma,Cerro - Amate,El Cerro,37.37570333469521,-5.961087598931355,Private room,31,1,20,2022-09-25,6.90,5,312,20,2022148935
660003074864152318,Sevilla Capital - Precioso apartamento con piscina,273116926,Marcele,Macarena - Norte,Los arcos,37.407592830736185,-5.969955554492353,Private room,36,1,3,2022-08-31,1.15,4,318,3,Exempt
660187527609218230,Precioso apartamento con piscina - Sevilla Capital,273116926,Marcele,Macarena - Norte,San Diego,37.40979709309572,-5.969892245067301,Private room,36,1,1,2022-07-31,0.52,4,318,1,Exempt
660222012745937295,Precioso apartamento con piscina,273116926,Marcele,Macarena - Norte,Los arcos,37.40773131462192,-5.969267385518371,Private room,30,1,1,2022-07-03,0.35,4,318,1,Exempt
660411462103553596,Delicioso apartamento A/C barrio Judería Sevilla,45713469,Juan,Casco Antiguo,San Bartolomé,37.38870106299517,-5.986086993325656,Entire home/apt,61,3,5,2022-09-18,3.13,4,31,5,VFT/SE/01897
660511879499937254,The Purple House Alameda,11263265,Sebastian Y Ricardo,Casco Antiguo,San Lorenzo,37.40212476756921,-5.996636613656814,Entire home/apt,81,2,2,2022-09-11,1.67,29,264,2,CTC-2019189657
660581527968057535,Fantastic house in Camas 10 minutes from Seville with pool and terrace,51048225,Javier,Triana,Triana Oeste,37.387517702,-6.031386162,Entire home/apt,153,1,5,2022-09-14,2.17,101,345,5,CTC-2018042122
660768501137624494,Precioso apartamento totalmente reformado en 2021,105816568,Tomas,Palmera - Bellavista,Bellavista,37.34530513421288,-5.936609655618668,Entire home/apt,55,2,0,,,1,1,0,Exempt
660793474874386731,"Beautiful apartment
with terrace",2314391,Matteo,Casco Antiguo,Feria,37.39991840000001,-5.989340511639411,Entire home/apt,106,2,1,2022-08-21,0.81,1,81,1,VFT/SE/08581
660809162621330018,RentalSevilla A los pies de Triana,170512874,Rosalía,Triana,Triana Casco Antiguo,37.38153230896829,-5.998850256102886,Entire home/apt,118,1,1,2022-09-17,1,105,313,1,VFT/SE/04143
661343666578809327,Cheerful 6 bedroom house in Seville with terraces,466346745,Casa Xanadu,Nervión,La Buhaira,37.38273214124701,-5.9775412273820745,Entire home/apt,472,3,0,,,7,322,0,Exempt
661349954939938096,EN CÁ TITO. Luminoso y céntrico. Sevilla auténtica,467057925,Maria Luisa,Casco Antiguo,San Julián,37.39717282602046,-5.986573209786982,Entire home/apt,315,2,2,2022-08-28,1.20,1,268,2,VFT/SE/06333
661493876399600941,New and Lovely Apartment City Center,364267118,Carmen,Casco Antiguo,San Julián,37.39664,-5.98746,Entire home/apt,62,2,1,2022-08-02,0.54,5,346,1,VFT/SE/03568
661947643951186153,Cozy apartment cathedral area,26171916,Pastora,Casco Antiguo,Arenal,37.38691629937867,-5.994591996261209,Entire home/apt,112,3,1,2022-09-20,1,2,246,1,VFT/SE/09204
662052554854679135,"Espacioso Apartamento en Amor de Dios, Alameda",209110979,Fernando Y Camia,Casco Antiguo,"Encarnación, Regina",37.39344207007116,-5.994043524458848,Entire home/apt,87,2,0,,,11,157,0,VFT/SE/08756
662972895729387916,Precioso Loft/Estudio  D&C,178384660,Diego,Casco Antiguo,Alfalfa,37.39158903663764,-5.990754067897797,Entire home/apt,50,3,1,2022-09-19,1,2,227,1,VFT/SE/09759
662979454795632047,Habitación con cama doble y aire acondicionado,118812925,Angie,San Pablo - Santa Justa,San Pablo D y E,37.398734822750484,-5.960212424397469,Private room,35,1,2,2022-09-23,1.76,1,78,2,VFT/SE/09851
663424938809967664,Homefeel Cartuja,4262133,Angeles,Casco Antiguo,San Vicente,37.397282625798525,-6.0022192541291,Entire home/apt,80,2,1,2022-09-11,1,6,158,1,VFT/SE/01781
663440131871498951,Precioso apartamento junto a Estación Santa Justa.,458767330,Aparturistic Domo,San Pablo - Santa Justa,"Carretera de Carmona, María Auxiliadora, Fontanal",37.39812,-5.977029,Entire home/apt,87,2,0,,,6,345,0,CTC-2021149770
663464240796001044,Apartamento 4pax en pleno centro. Alfalfa,39256779,Alvaro,Casco Antiguo,Alfalfa,37.390365471761946,-5.991205706970574,Entire home/apt,81,2,6,2022-09-24,3.00,9,47,6,VFT/SE/09949
663467871209597702,Elegante apartamento a pasos de la Alameda,214591077,Jose Carlos,Casco Antiguo,"Encarnación, Regina",37.39489210138935,-5.99684218772525,Entire home/apt,124,1,0,,,9,5,0,VFT/SE/06632
663513913928984919,Stylish Duplex in Alameda with private terrace,14958822,Nacho,Casco Antiguo,San Gil,37.401420090641274,-5.995438188782121,Entire home/apt,93,2,1,2022-09-21,1,125,32,1,CTC-2020030094
663522696996857843,Encantadora habitación con piscina privada,467568690,Rafael,Casco Antiguo,"Encarnación, Regina",37.39570166005079,-5.995180988710222,Private room,276,1,0,,,1,116,0,H/SE/01048
663611266013067693,Rest at home and cultural life and monuments 4 px / WIFI,51048225,Javier,Casco Antiguo,Feria,37.4000567,-5.9905531,Entire home/apt,71,1,1,2022-08-24,0.88,101,359,1,VFT/SE/05890
663712085904916314,Apartamento Duplex con Terraza y Barbacoa,287871445,Juan Y Laura,Casco Antiguo,Feria,37.39772701081283,-5.992765732941021,Entire home/apt,109,2,1,2022-08-12,0.65,25,78,1,CTC-20181777341
664147100797019507,Apartamento Avda. Torneo. parking. Paseo rio,39256779,Alvaro,Macarena,"Macarena 3 Huertas, Macarena 5",37.40877938500895,-5.988340069672578,Entire home/apt,93,2,1,2022-09-18,1,9,81,1,VFT/SE/09912
664446076684249676,Apartamento de dos dormitorios en Casa Palacio,461076351,Casa Palacio La Casa Blanca,Casco Antiguo,San Bartolomé,37.3884991,-5.9890496,Entire home/apt,298,1,1,2022-09-20,1,2,342,1,SE/A/00391
664838197593089081,Apartamento Superior (2º),464036540,Magno Apartments,Casco Antiguo,San Lorenzo,37.400362312575645,-5.996018599039511,Entire home/apt,143,1,0,,,3,269,0,VFT/SE/03164
665083525245471557,El Patio de Triana,209748933,Mariano,Triana,Triana Casco Antiguo,37.38357338182063,-6.002334200784078,Entire home/apt,130,2,2,2022-09-12,2,32,94,2,VFT/SE/01075
665094851832192715,Spacious Oasis in the heart of Sevilla,159202932,Ratimir,Casco Antiguo,Feria,37.39625430513639,-5.988258042858568,Entire home/apt,112,2,9,2022-09-23,3.97,1,105,9,Exempt
665110807477374417,Apartamento Entero En La Mejor Zona De Triana,467987260,Carmelo,Triana,Triana Este,37.3799046,-5.999430299999999,Entire home/apt,44,2,12,2022-09-20,5.63,1,231,12,VFT/SE/09833
665299674144095221,Modern apartment in the center of seville for 4!!!,304116789,Ae Kasapartments,Casco Antiguo,San Bartolomé,37.3861239,-5.986941,Entire home/apt,84,2,5,2022-09-22,3.49,8,146,5,
665586035739896054,Comfortable and new apart in Triana,54601529,Celia,Triana,Triana Oeste,37.3891705,-6.009561799999999,Entire home/apt,54,1,3,2022-09-17,1.43,10,173,3,VFT/SE/09763
665673880939378418,Lope de Vega apartment.,423182540,TheGoodTourist,Nervión,an Roque,37.38989019824174,-5.981018575539696,Entire home/apt,104,2,1,2022-09-17,1,6,157,1,VFT/SE/09421
665729751992594962,IDEAL APARTAMENTO EN PLENO CENTRO.,136326503,Santos,Casco Antiguo,Alfalfa,37.39155611718377,-5.989971971561701,Entire home/apt,63,1,8,2022-09-21,3.58,3,41,8,VFT/SE/08956
665747554395538054,"Lepanto, luminoso y agradable espacio en Sevilla",229086463,Frias Patrimonial,Casco Antiguo,"Encarnación, Regina",37.39532326423237,-5.99153377100925,Entire home/apt,114,2,0,,,3,1,0,VFT/SE/07824
665779750362075900,Apartamento 4pax en pleno centro Plaza Salvador,39256779,Alvaro,Casco Antiguo,Alfalfa,37.389818872993885,-5.991531754002714,Entire home/apt,93,2,3,2022-09-25,3,9,80,3,VFT/SE/09948
666576715471447565,"Beautiful apartment near Plaza de España, Seville",468355642,Karina,Casco Antiguo,Santa Catalina,37.39106719999999,-5.986826499999999,Entire home/apt,79,1,5,2022-08-13,2.24,1,135,5,VFT/SE/09811
667317417471119974,CASA CONCHA.HABITACIÓN ELEFANTE.2 personas,177325520,Conchita,Nervión,La Calzada,37.38794667514442,-5.973793278251427,Private room,46,2,0,,,3,357,0,VFT/SE/03506
667596444045263203,Céntrico y acogedor,37775671,Lilia,Casco Antiguo,Santa Catalina,37.39148,-5.98469,Entire home/apt,49,3,4,2022-09-05,1.82,3,37,4,VFT/SE/2017
667795270264045722,Piso con encanto en pleno centro de Sevilla,306451423,Beatriz,Casco Antiguo,San Gil,37.401957039258356,-5.992277079518985,Private room,59,1,3,2022-09-18,3,1,74,3,
668020331071815863,PALACE house with POOL in the historic center,43058120,Fatima,Casco Antiguo,San Bartolomé,37.3892898,-5.9892518,Entire home/apt,743,4,0,,,1,156,0,VFT/SE/09422
668040608590017803,APARTAMENTO CON TERRAZA CÉNTRICO,49265709,Reyes Y Tomás,Casco Antiguo,Museo,37.39055,-6.00233,Entire home/apt,101,2,0,,,2,131,0,VFT/SE/806
668492785897129496,"San Bernardo, precioso y tranquilo",93328280,María,Nervión,La Buhaira,37.3817874,-5.9813503,Entire home/apt,52,2,1,2022-08-17,0.73,1,76,1,Exempt
668639962661825845,Boutique Room with private bathroom in Sevilla,28388457,Eduardo,Casco Antiguo,Arenal,37.38815181645878,-5.998176085667085,Private room,105,1,1,2022-09-08,1,3,56,1,H/SE/01259
668707938669745238,Moderno apto. en casco historico con parking incl.,14958822,Nacho,Casco Antiguo,San Julián,37.39825906244972,-5.98315030171779,Entire home/apt,106,2,3,2022-08-13,1.55,125,91,3,VFT/SE/08852
668743945742722727,"Museum Duplex and Patios, Historical Center, 8 pax",860055,Maria,Casco Antiguo,Museo,37.39244685510591,-6.0008209952212885,Entire home/apt,274,3,1,2022-09-22,1,23,263,1,VFT/SE/07790
668775550522008120,"APT reformado 2022, tranquilo, centrico, WIFI,",158417393,Claudio,Casco Antiguo,Feria,37.39701942314854,-5.993159393278126,Entire home/apt,69,2,1,2022-09-08,1,1,297,1,VFT/SE/09721
669197132772252359,Precioso piso en Sevilla,469011636,Rosario,Los Remedios,Los Remedios,37.3786907536448,-5.9958406856456135,Entire home/apt,200,2,0,,,1,358,0,VFT/SE/09791
669247204757866137,Ohliving Cathedral View,172894482,Ohliving,Casco Antiguo,Santa Cruz,37.3870656,-5.993432299999999,Entire home/apt,286,2,4,2022-09-25,2.55,13,344,4,VFT/SE/09325
669270040473648639,PEACE OASIS IN THE HEART OF SEVILLA 2 BR - 2 Baths WIFI AC,51048225,Javier,Casco Antiguo,San Vicente,37.3944146,-5.9997267,Entire home/apt,136,1,1,2022-09-19,1,101,349,1,VFT/SE/09576
669275660946788933,Family home - high quality suits- Seville charms Luxe,51048225,Javier,Nervión,La Calzada,37.3879896,-5.973301,Entire home/apt,874,1,0,,,101,46,0,CTC-2017092798
669277527336536213,Cathedral Apartment-Terrace- Wifi-2 bedrooms terrace,51048225,Javier,Casco Antiguo,Arenal,37.385846,-5.9960628,Entire home/apt,75,1,3,2022-09-21,3,101,304,3,VFT/SE/00721
669346993296807941,"Lepanto ático, un oasis en el centro de Sevilla",229086463,Frias Patrimonial,Casco Antiguo,"Encarnación, Regina",37.3950848,-5.9926759,Entire home/apt,148,2,0,,,3,32,0,VFT/SE/07825
669399415291263685,Precioso apartamento centro Sevilla zona Nervión.,243308448,Fabio,Sur,Giralda Sur,37.37437875082027,-5.97431391019599,Entire home/apt,58,2,7,2022-09-08,3.09,26,135,7,VFT/SE/0729
669562824177248781,Triana Rodrigo de Triana,37014375,Antonio,Triana,Triana Casco Antiguo,37.3821159,-6.0005749,Entire home/apt,51,1,1,2022-08-16,0.71,3,51,1,CTC-2022148027
669574796790776857,Piso amplio en Sevilla Este,175863821,Francisco Y Macarena,Este - Alcosa - Torreblanca,no asignado,37.41090890667628,-5.9366892720903595,Entire home/apt,73,2,1,2022-09-03,1,1,140,1,VFT/SE/09764
669619150187949507,Precioso apartamento en el corazón de Sevilla,2540251,Ana,Casco Antiguo,San Lorenzo,37.39904083964337,-5.995333604514599,Entire home/apt,120,4,0,,,1,4,0,VFT/SE/08062
669925031236297095,RentalSevilla Patio en la esencia de Triana,170512874,Rosalía,Triana,Triana Casco Antiguo,37.38549314190846,-6.003622246692053,Entire home/apt,126,1,0,,,105,326,0,VFT/SE/08295
669983893984995639,"Lepanto bajo, ideal para disfrutar y descansar",469059466,Encuentro,Casco Antiguo,"Encarnación, Regina",37.3950848,-5.9926759,Entire home/apt,146,2,1,2022-09-07,1,2,0,1,VFT/SE/01823
670063795549190386,Charming apartment with pool and garage,182169184,Maria Elena,Casco Antiguo,San Vicente,37.39418380268953,-5.999676415671533,Entire home/apt,129,1,9,2022-08-28,4.35,15,106,9,VFT/SE/03377
670153539844759452,AlohaMundi Alcazares,469260292,Pepe Y Maru,Casco Antiguo,"Encarnación, Regina",37.394186010951366,-5.98962399011678,Entire home/apt,78,2,8,2022-09-15,4.21,1,59,8,VFT/SE/09629
670173255196148393,The Terrace - Dúplex con Terraza,65615394,Javier,Casco Antiguo,Alfalfa,37.39158890360473,-5.992112242327878,Entire home/apt,186,2,0,,,1,23,0,""
670314380152976362,Precioso y amplio piso muy bien situado,469314455,Carlos,Sur,El Porvenir,37.37153221453812,-5.984588507394921,Entire home/apt,80,62,0,,,1,277,0,Exempt
670605523255957948,LUCIA DE TRIANA,36023959,Aitana,Triana,Triana Casco Antiguo,37.38532,-6.0052892,Entire home/apt,164,2,2,2022-09-10,2,2,133,2,
670691809589433408,AlohaMundi Duplex Alameda,469397554,Pepe Y Maru,Casco Antiguo,San Lorenzo,37.398386025662646,-5.994053809716247,Entire home/apt,109,2,8,2022-09-12,5.11,1,59,8,VFT/SE/09242
670778989232844722,Castilla. 1-bedroom in Triana,56838814,Veoapartment,Triana,Triana Casco Antiguo,37.3861195,-6.0041689,Entire home/apt,107,1,0,,,31,319,0,
670850339108375912,Don Remondo 1,461641629,Gloria,Casco Antiguo,Santa Cruz,37.38773138954674,-5.992188486860575,Entire home/apt,138,1,1,2022-08-24,0.88,6,340,1,VFT/SE/09167
670883977204525970,San Esteban I-Acogedor apartamento en pleno centro,14958822,Nacho,Casco Antiguo,San Bartolomé,37.38914272134094,-5.986998452228564,Entire home/apt,101,2,3,2022-09-19,3,125,79,3,A/SE/00142
670903100116090950,Beautiful stylish apartment - CENTRO - 1D 1B,298036139,Juan,Casco Antiguo,Museo,37.39320261353753,-6.00125877918172,Entire home/apt,103,2,0,,,2,304,0,VFT/SE/03547
