"";"name";"host_id";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm";"license";"log_price";"log_minimum_nights";"dummy_room_type";"dummy_ng"
"1150";"Cuna. 1 bedroom, private terrace";12731128;"Paula";"Casco Antiguo";"Alfalfa";37,39095;-5,99331;"Entire home/apt";128;1;66;"2022-09-17";0,97;10;306;14;"VFT/SE/00049";4,85203026391962;0;"Entire home/apt";1
"1151";"Santa Cruz Terrace. 1 bedroom, private terrace";12731128;"Paula";"Casco Antiguo";"Santa Cruz";37,38556;-5,99021;"Entire home/apt";131;1;102;"2022-07-21";1,49;10;249;17;"VFT/SE/00515";4,87519732320115;0;"Entire home/apt";1
"1152";"Botanic  Private Terrace  Hisorical Center 5 pax";860055;"Maria";"Casco Antiguo";"Santa Cruz";37,38777;-5,99307;"Entire home/apt";137;3;130;"2022-07-10";1,92;23;260;14;"VFT/SE/02239";4,91998092582813;1,09861228866811;"Entire home/apt";1
"1153";"Maravilla House";19171045;"Jesús";"Casco Antiguo";"Feria";37,39575;-5,98942;"Entire home/apt";63;3;85;"2020-02-17";1,25;1;28;0;"CTC-2018202770";4,14313472639153;1,09861228866811;"Entire home/apt";1
"1154";"Alfalfa Terrace. 3 bedrooms, 2 bathrooms, terrace";89331773;"Veoapartment";"Casco Antiguo";"Alfalfa";37,39121;-5,99089;"Entire home/apt";242;1;87;"2022-09-18";1,31;36;235;27;"VFT/SE/00335";5,48893772615669;0;"Entire home/apt";1
"1155";"Estudio en Centro de Sevilla";113045525;"David & Lucía";"Casco Antiguo";"Feria";37,40004;-5,9931;"Entire home/apt";45;2;450;"2022-09-25";6,55;1;142;106;"VFT/SE/02487";3,80666248977032;0,693147180559945;"Entire home/apt";1
"1156";"Deluxe Santa Cruz I Cathedral at 6 minutes by walk";113546787;"Fran Y Manuela";"Nervión";"La Florida";37,38615;-5,98527;"Entire home/apt";169;2;150;"2022-08-29";2,26;17;294;16;"VFT/SE/01478";5,12989871492307;0,693147180559945;"Entire home/apt";0
"1157";"The roof of Sevilla- Chic penthouse -Giralds Views";51048225;"Javier";"Casco Antiguo";"San Bartolomé";37,38898;-5,98876;"Entire home/apt";79;2;170;"2022-09-14";2,5;101;328;30;"VFT/SE/03751";4,36944785246702;0,693147180559945;"Entire home/apt";1
"1158";"Central Apartment (TRIANA). Parking Included.";113693642;"Paula";"Triana";"Triana Este";37,38052;-6,00028;"Entire home/apt";80;2;240;"2022-09-22";3,52;1;233;60;"VFT/SE/01503";4,38202663467388;0,693147180559945;"Entire home/apt";0
"1159";"Apartamento ""Fray Isidoro de Sevilla"" (Parking)";112975164;"César";"Macarena";"León XIII, Los Naranjos";37,40371;-5,98247;"Entire home/apt";99;2;114;"2020-08-24";1,67;1;0;0;"VFT/SE/02791";4,59511985013459;0,693147180559945;"Entire home/apt";0
"1160";"120M2 BRIGHT AND STYLISH IN SANTA CRUZ QUARTER";3691860;"Ricardo";"Casco Antiguo";"Alfalfa";37,3886;-5,9908;"Entire home/apt";146;2;293;"2022-09-05";4,34;1;70;46;"VFT/SE/02866";4,98360662170834;0,693147180559945;"Entire home/apt";1
"1161";"Lovely apartment in the centre of Seville";57409434;"Jorge";"Casco Antiguo";"Santa Catalina";37,39242;-5,9877;"Entire home/apt";50;3;284;"2022-09-05";4,14;2;266;31;"VFT/SE/01768";3,91202300542815;1,09861228866811;"Entire home/apt";1
"1162";"Loft en el corazón de Triana.";114236720;"Asun";"Triana";"Triana Este";37,38038;-6,00282;"Entire home/apt";236;2;60;"2022-05-29";0,88;1;320;13;"CTC2018067830";5,46383180502561;0,693147180559945;"Entire home/apt";0
"1163";"Excelente piso en Triana + PARKING";32345307;"Sofia";"Triana";"Triana Este";37,38166;-6,00457;"Entire home/apt";96;2;303;"2022-09-18";4,44;1;67;65;"VFT/SE/01975";4,56434819146784;0,693147180559945;"Entire home/apt";0
"1164";"Apartamento Sol";37775671;"Lilia";"Casco Antiguo";"San Julián";37,39638;-5,98389;"Entire home/apt";47;2;220;"2022-09-11";3,21;3;57;31;"VFT/SE/4765";3,85014760171006;0,693147180559945;"Entire home/apt";1
"1165";"Ático en casco histórico de Sevilla. Pleno centro.";111980212;"Jose Manuel";"Casco Antiguo";"Arenal";37,38716;-5,99715;"Entire home/apt";70;3;128;"2020-03-02";1,93;1;83;0;"DE ANDALUCÍA con el número VFT/SE/0149";4,24849524204936;1,09861228866811;"Entire home/apt";1
"1166";"CENTER' S HEART";19949618;"Carlos";"Casco Antiguo";"Encarnación, Regina";37,39393;-5,99368;"Entire home/apt";64;2;385;"2022-09-07";5,61;4;339;60;"VFT/SE/04838";4,15888308335967;0,693147180559945;"Entire home/apt";1
"1167";"Habitación en los Remedios, excelente ubicación.";114515070;"Jorge";"Los Remedios";"Los Remedios";37,37445;-5,99943;"Private room";60;2;35;"2020-03-18";0,53;1;0;0;"VFT/SE/05153";4,0943445622221;0,693147180559945;"Private room";0
"1168";"Centro histórico. 3 Dormitorios y dos baños.";16455573;"Alberto";"Casco Antiguo";"Museo";37,39188;-5,99945;"Entire home/apt";193;2;349;"2022-09-21";5,26;1;229;72;"VFT/SE/01988";5,26269018890489;0,693147180559945;"Entire home/apt";1
"1169";"Estudio entre la Alameda y el Guadalquivir";1166036;"Beatriz";"Casco Antiguo";"San Lorenzo";37,40099;-5,99929;"Entire home/apt";60;60;7;"2022-09-07";0,1;1;233;3;"";4,0943445622221;4,0943445622221;"Entire home/apt";1
"1170";"Apartamento Duplex en la Alfalfa, Centro  Sevilla";110470543;"Juan Antonio";"Casco Antiguo";"Alfalfa";37,39113;-5,99018;"Entire home/apt";67;1;116;"2022-09-16";1,72;1;264;33;"VFT/SE/01399";4,20469261939097;0;"Entire home/apt";1
"1173";"APARTAMENTO EN CASA PALACIO CON PISCINA JUN-SEP";115632443;"Miguel";"Casco Antiguo";"San Bartolomé";37,389801;-5,987078;"Entire home/apt";161;2;108;"2022-08-14";1,58;1;323;13;"VFT/SE/01498";5,08140436498446;0,693147180559945;"Entire home/apt";1
"1174";"Hostly Acetres 1A Loft -Communal terrace-Park Opt";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Alfalfa";37,39138;-5,99301;"Entire home/apt";104;2;198;"2022-09-23";2,94;29;168;46;"A/SE/00229";4,64439089914137;0,693147180559945;"Entire home/apt";1
"1175";"FLOTA I: Triana, next to Betis st.";115669804;"Pedro";"Triana";"Triana Casco Antiguo";37,38303;-6,00214;"Entire home/apt";109;2;21;"2022-01-08";0,31;3;176;1;"RTA VFT SE 01537";4,69134788222914;0,693147180559945;"Entire home/apt";0
"1176";"FLOTA II: Triana, next to Betis st.";115669804;"Pedro";"Triana";"Triana Casco Antiguo";37,38439;-6,00191;"Entire home/apt";112;2;1;"2017-02-27";0,01;3;149;0;"RTA VFT SE 1428";4,71849887129509;0,693147180559945;"Entire home/apt";0
"1177";"FLOTA III: Triana, next to Betis st.";115669804;"Pedro";"Triana";"Triana Casco Antiguo";37,38485;-6,00364;"Entire home/apt";106;2;24;"2020-03-11";0,35;3;131;0;"RTA VFT SE 01426";4,66343909411207;0,693147180559945;"Entire home/apt";0
"1178";"room with breakfast free";59933024;"Sergio";"Macarena";"Doctor Barraquer, G. Renfe, Policlínico";37,40748;-5,98704;"Private room";34;1;121;"2020-03-01";1,86;1;87;0;"CTC-2018177578";3,52636052461616;0;"Private room";0
"1179";"Great Apartment in the heart of Seville";93677088;"Maria R.";"Casco Antiguo";"San Bartolomé";37,38773;-5,98849;"Entire home/apt";60;2;85;"2020-02-21";1,26;1;0;0;"VFT/SE/02013";4,0943445622221;0,693147180559945;"Entire home/apt";1
"1180";"Hostly Acetres 2A penthouse-Central-Parking Op";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Alfalfa";37,39138;-5,99301;"Entire home/apt";180;2;193;"2022-09-20";2,87;29;166;48;"A/SE/00229";5,19295685089021;0,693147180559945;"Entire home/apt";1
"1181";"Hostly Acetres 1B Central CommunalTerrace Park Opt";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Alfalfa";37,39138;-5,99301;"Entire home/apt";112;2;201;"2022-09-19";2,98;29;350;49;"A/SE/00229";4,71849887129509;0,693147180559945;"Entire home/apt";1
"1182";"Hostly Acetres II B Acogedor Central Fibra Terraza Comunitaria Parkin Opc";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Alfalfa";37,39138;-5,99301;"Entire home/apt";105;2;220;"2022-09-24";3,27;29;161;33;"A/SE/00229";4,65396035015752;0,693147180559945;"Entire home/apt";1
"1183";"Duplex a los pies de la Giralda";66043446;"Claudia";"Casco Antiguo";"Santa Cruz";37,38641;-5,99067;"Entire home/apt";116;2;124;"2022-09-11";1,83;1;126;31;"Ctc2018158432";4,75359019110636;0,693147180559945;"Entire home/apt";1
"1184";"Loft en el centro de Sevilla";114514872;"Carmen";"Casco Antiguo";"San Julián";37,39909;-5,98436;"Entire home/apt";59;2;460;"2022-09-22";6,79;1;151;93;"VFT/SE/04476";4,07753744390572;0,693147180559945;"Entire home/apt";1
"1185";"Apartamento en pleno centro de Sevilla";116377352;"Auxiliadora";"Casco Antiguo";"Alfalfa";37,39209;-5,99089;"Entire home/apt";70;3;60;"2022-09-19";0,9;1;27;20;"VFT/SE1900";4,24849524204936;1,09861228866811;"Entire home/apt";1
"1186";"V7 - Loft Dúplex con Terraza y Vistas a la Giralda";99460670;"Overland Suites Catedral";"Casco Antiguo";"Santa Cruz";37,38722;-5,99069;"Entire home/apt";214;2;2;"2017-04-26";0,03;7;255;0;"A/SE/00224";5,36597601502185;0,693147180559945;"Entire home/apt";1
"1187";"First Grand Deluxe - 2 Bedrooms + 2 Bathrooms";99460670;"Overland Suites Catedral";"Casco Antiguo";"Alfalfa";37,38897;-5,99112;"Entire home/apt";249;2;0;"";0;7;249;0;"A/SE/00224";5,51745289646471;0,693147180559945;"Entire home/apt";1
"1188";"Rioja 2A. 2 bedrooms, 2 bathrooms, centre";89331773;"Veoapartment";"Casco Antiguo";"Alfalfa";37,39098;-5,99644;"Entire home/apt";174;1;25;"2022-09-09";0,52;36;336;18;"VFT/SE/00012";5,15905529921453;0;"Entire home/apt";1
"1189";"Rioja 3A. 2 bedrooms and 2 bathrooms in the centre";89331773;"Veoapartment";"Casco Antiguo";"Alfalfa";37,39098;-5,99644;"Entire home/apt";174;1;43;"2022-09-17";0,64;36;334;19;"VFT/SE/00015";5,15905529921453;0;"Entire home/apt";1
"1190";"Best location Santa Cruz Quarter 2 BD apartment with private Terrace. Mateos Gago Terrace";15819228;"Genteelhome";"Casco Antiguo";"Santa Cruz";37,3864;-5,99066;"Entire home/apt";260;1;28;"2022-02-22";0,44;21;220;3;"VFT/SE/730";5,56068163101553;0;"Entire home/apt";1
"1191";"Apartamento junto a Sevilla VFT/SE/01565.";116942589;"Mariola";"Los Remedios";"Tablada";37,35731;-6,03325;"Entire home/apt";71;2;126;"2022-09-18";1,87;1;166;29;"VFT/SE/01565";4,26267987704132;0,693147180559945;"Entire home/apt";0
"1192";"CORRAL DEL CONDE LUXURY APARTMENT";117139793;"Angel";"Casco Antiguo";"Santa Catalina";37,39161;-5,98768;"Entire home/apt";220;2;5;"2019-03-10";0,08;1;144;0;"VTF/SE/01391";5,39362754635236;0,693147180559945;"Entire home/apt";1
"1193";"Charming apart in front of the Guadalquivir river.";74873781;"Alejandro";"Macarena - Norte";"San Jerónimo";37,42145;-5,98804;"Entire home/apt";58;2;94;"2020-03-02";1,4;1;0;0;"VFT/SE/01956";4,06044301054642;0,693147180559945;"Entire home/apt";0
"1194";"DESIGN DUPLEX  with POOL AC WIFI (VFT/SE/1282)";6736880;"Virginie";"Casco Antiguo";"San Lorenzo";37,40012;-5,99773;"Entire home/apt";129;2;163;"2022-09-02";2,48;3;343;25;"VFT/SE/001282";4,85981240436167;0,693147180559945;"Entire home/apt";1
"1195";"Sevilla a tus pies";117235763;"Agustín";"Los Remedios";"Tablada";37,35825;-6,03772;"Entire home/apt";56;2;86;"2022-08-21";1,3;1;155;23;"VTF/SE/03871";4,02535169073515;0,693147180559945;"Entire home/apt";0
"1196";"Modern 1 Bd apartm Prime location next to Las Setas. Campana";92573910;"Esther";"Casco Antiguo";"Encarnación, Regina";37,39287;-5,99643;"Entire home/apt";127;1;8;"2021-10-15";0,13;37;200;1;"VFT/SE/01035";4,84418708645859;0;"Entire home/apt";1
"1197";"Hab. con baño privado, desayuno y parking fácil";50125936;"Rosario";"Los Remedios";"Tablada";37,36969;-6,00882;"Private room";29;2;78;"2022-04-26";1,15;1;0;5;"VTF/SE/06568";3,36729582998647;0,693147180559945;"Private room";0
"1198";"APARTAMENT ""LIKE AT HOME I""";117287925;"Angela";"Casco Antiguo";"Museo";37,3923;-6,00261;"Entire home/apt";76;2;120;"2022-09-22";1,78;2;112;34;"VFT/SE/01547";4,33073334028633;0,693147180559945;"Entire home/apt";1
"1199";"En el corazón de Sevilla";117310088;"Hilario";"Casco Antiguo";"Alfalfa";37,39065;-5,99115;"Entire home/apt";70;2;9;"2022-04-22";0,14;1;284;2;"VFT/SE/01654";4,24849524204936;0,693147180559945;"Entire home/apt";1
"1200";"Walk to the Cathedral! 3 Bedrooms 2 Bathrooms";110765903;"Miguel";"Casco Antiguo";"Arenal";37,38541;-5,99737;"Entire home/apt";99;3;114;"2022-09-04";1,69;5;311;31;"VFT/SE/03180";4,59511985013459;1,09861228866811;"Entire home/apt";1
"1201";"2 bedrooms flat in the center of Seville";273794093;"María José";"Casco Antiguo";"Feria";37,40026;-5,98984;"Entire home/apt";50;1;157;"2020-03-08";2,33;1;0;0;"VFT/SE/01921";3,91202300542815;0;"Entire home/apt";1
"1202";"CENTRICO, SOLEADO Y TRANQUILO";45612253;"Lucia";"Casco Antiguo";"San Vicente";37,39405;-6,00182;"Entire home/apt";71;2;134;"2022-09-18";1,99;8;71;6;"VFT/SE/01939";4,26267987704132;0,693147180559945;"Entire home/apt";1
"1203";"Reposo Donkey";63098625;"Donkey";"Casco Antiguo";"San Gil";37,40069;-5,99438;"Entire home/apt";71;2;7;"2019-10-27";0,15;19;2;0;"VFT/SE/01474";4,26267987704132;0,693147180559945;"Entire home/apt";1
"1204";"BIG ROOM & PRIVATE BATHROOM - Seville City Center";2780603;"Miguelón'S Home";"Casco Antiguo";"San Julián";37,39928;-5,98731;"Private room";48;3;460;"2022-09-16";6,84;3;181;94;"VFT/SE/01701";3,87120101090789;1,09861228866811;"Private room";1
"1205";"Precioso apartamento en pleno centro,wifi gratis.";2124038;"Tomas";"Casco Antiguo";"Museo";37,38953;-5,99865;"Entire home/apt";107;3;36;"2022-06-19";0,59;7;160;9;"A/SE/00121";4,67282883446191;1,09861228866811;"Entire home/apt";1
"1206";"Cathedral, calle Conteros";15440678;"Macarena";"Casco Antiguo";"Santa Cruz";37,38767;-5,99291;"Entire home/apt";84;2;369;"2022-09-17";5,47;31;170;84;"VFT/SE/01606";4,43081679884331;0,693147180559945;"Entire home/apt";1
"1207";"Nice apartment in the heart of City";32817878;"Maria";"Casco Antiguo";"San Vicente";37,39487;-6,00007;"Entire home/apt";88;1;362;"2022-09-14";5,38;6;100;82;"VFT/SE/01909";4,47733681447821;0;"Entire home/apt";1
"1208";"SEVILLA OLE";112255173;"Teresa";"Nervión";"Ciudad Jardín";37,37888;-5,96332;"Entire home/apt";36;1;478;"2022-09-20";7,09;1;157;99;"VFT/SE/04496";3,58351893845611;0;"Entire home/apt";0
"1209";"A1_CON ENCANTO, JUNTO CATEDRAL Y REAL ALCÁZAR";8445851;"Barbara & Barbara";"Casco Antiguo";"Santa Cruz";37,38565;-5,99187;"Entire home/apt";99;5;327;"2022-09-16";4,88;4;203;66;"VFT/SE/01735";4,59511985013459;1,6094379124341;"Entire home/apt";1
"1210";"Luxury apartment in the city center of Sevilla!";3918085;"Angel";"Casco Antiguo";"San Bartolomé";37,38703;-5,98683;"Entire home/apt";161;2;268;"2022-09-18";3,97;1;244;67;"VFT/SE/01651";5,08140436498446;0,693147180559945;"Entire home/apt";1
"1211";"UNIQUE, QUIET, STYLISH apt in the heart of Seville";118461853;"Alberto";"Casco Antiguo";"Alfalfa";37,39115;-5,98959;"Entire home/apt";73;1;131;"2022-09-04";3,34;1;192;67;"Vft/se/05835";4,29045944114839;0;"Entire home/apt";1
"1212";"AlohaMundi Campana";118796113;"Pepe Y Maru";"Casco Antiguo";"Encarnación, Regina";37,39442;-5,99482;"Entire home/apt";145;2;158;"2022-09-17";2,35;38;51;62;"VFT/SE/01882";4,97673374242057;0,693147180559945;"Entire home/apt";1
"1213";"Bonito y luminoso apartamento Plaza de San Pedro";71444776;"Amalia Y Lucas";"Casco Antiguo";"Alfalfa";37,39057;-5,99089;"Entire home/apt";89;2;289;"2022-09-21";4,32;3;74;58;"VFT/SE/01711";4,48863636973214;0,693147180559945;"Entire home/apt";1
"1214";"Puerto Gelves, SEVILLA+POOL.5 kms del centro";12697972;"Ángel";"Los Remedios";"Tablada";37,33778;-6,02703;"Entire home/apt";59;2;51;"2022-09-18";0,77;1;171;13;"CTC-2018079409";4,07753744390572;0,693147180559945;"Entire home/apt";0
"1215";"Piso luminoso y tranquilo, en el corazón de Triana";17518190;"Rafael";"Triana";"Triana Este";37,38133;-6,00244;"Entire home/apt";147;3;12;"2021-12-08";0,18;1;0;1;"CTC-2019025001";4,99043258677874;1,09861228866811;"Entire home/apt";0
"1216";"Apartment Plaza del Salvador";119294170;"José Luis";"Casco Antiguo";"Alfalfa";37,39039;-5,99339;"Entire home/apt";65;2;126;"2022-09-22";1,87;1;328;40;"VFT/SE/07275";4,17438726989564;0,693147180559945;"Entire home/apt";1
"1217";"CLB Alameda Apartment";119408720;"Álvaro";"Casco Antiguo";"San Gil";37,40195;-5,99336;"Entire home/apt";53;2;136;"2022-05-27";2,04;4;271;2;"VFT/SE/03513";3,97029191355212;0,693147180559945;"Entire home/apt";1
"1218";"New Bright Apt. 10 minutes from Cathedral, 1";6588832;"Jose Luis";"Casco Antiguo";"Museo";37,38957;-5,99877;"Entire home/apt";133;2;338;"2022-09-21";5,03;21;140;66;"VFT/SE/02170";4,89034912822175;0,693147180559945;"Entire home/apt";1
"1219";"Apartamento nuevo en el corazón de la ciudad";119409067;"Jose Maria";"Casco Antiguo";"Encarnación, Regina";37,39415;-5,9964;"Entire home/apt";85;2;13;"2019-04-27";0,19;1;148;0;"VFT/SE/01641";4,44265125649032;0,693147180559945;"Entire home/apt";1
"1220";"Bright apartment 10 minutes walk from Cathedral,2";6588832;"Jose Luis";"Casco Antiguo";"Museo";37,38952;-5,99868;"Entire home/apt";135;2;240;"2022-09-05";3,59;21;151;33;"VFT/SE/02302";4,90527477843843;0,693147180559945;"Entire home/apt";1
"1221";"Magnífico piso luminoso A/C WIFI en centro Sevilla";119579489;"María Luisa";"San Pablo - Santa Justa";"San José Obrero";37,39297;-5,98202;"Entire home/apt";119;6;229;"2022-09-14";3,4;3;254;17;"VFT/SE/";4,77912349311153;1,79175946922805;"Entire home/apt";0
"1222";"Amplio y acogedor piso en Triana.";96765063;"Soqui";"Triana";"Triana Oeste";37,38404;-6,00945;"Entire home/apt";105;2;51;"2022-06-19";0,77;1;41;16;"VFT/SE/01675";4,65396035015752;0,693147180559945;"Entire home/apt";0
"1223";"M. Private bathroom. 2 rooms, 1-4 pax. Train st.";996454;"Maria";"San Pablo - Santa Justa";"Las Huertas";37,39662;-5,96802;"Private room";75;1;3;"2021-11-15";0,05;20;0;1;"CTC2018142249";4,31748811353631;0;"Private room";0
"1224";"TWO BEDROOMS APARTMENT IN SAN LEANDRO";4790497;"Apartamentos Diaber - Book Seville";"Casco Antiguo";"Santa Catalina";37,39259;-5,98687;"Entire home/apt";119;3;16;"2022-07-19";0,33;34;160;10;"A/SE/08927";4,77912349311153;1,09861228866811;"Entire home/apt";1
"1225";"Center of Seville 300 m. from Cathedral-WIFI";15643186;"Sergio Y Carmen";"Casco Antiguo";"Alfalfa";37,38918;-5,99114;"Entire home/apt";71;2;122;"2022-06-13";1,83;1;67;9;"VTF/SE/02461";4,26267987704132;0,693147180559945;"Entire home/apt";1
"1226";"HABITACION.CENTRICA.AIRE ACONDICIONADO.WIFI.";27995927;"Mercedes";"San Pablo - Santa Justa";"Carretera de Carmona, María Auxiliadora, Fontanal";37,39805;-5,97923;"Private room";28;2;78;"2019-07-28";1,16;3;4;0;"VFT/SE/03223";3,3322045101752;0,693147180559945;"Private room";0
"1227";"Cozy Los Remedios Room Breakfast + Wifi";117957676;"Maria José";"Los Remedios";"Los Remedios";37,37449;-5,99915;"Private room";46;2;180;"2022-09-22";2,7;2;139;31;"VFT/SE/01828";3,8286413964891;0,693147180559945;"Private room";0
"1228";"Apartamento Centro Histórico con Terraza Privada";120050386;"Nani";"Casco Antiguo";"Feria";37,39706;-5,98955;"Entire home/apt";77;3;136;"2022-09-16";2,05;1;105;37;"VFT/SE/O1866";4,34380542185368;1,09861228866811;"Entire home/apt";1
"1229";"Duplex apartment in the heart of the city";119955155;"Diego";"Casco Antiguo";"Encarnación, Regina";37,39369;-5,99383;"Entire home/apt";83;2;258;"2022-09-19";3,84;9;98;65;"VFT/SE/02963";4,4188406077966;0,693147180559945;"Entire home/apt";1
"1230";"Exquisito y moderno apartamento de reciente renovación junto a la Torre del Oro";3498128;"Carlos";"Triana";"Triana Casco Antiguo";37,38165;-6,00038;"Entire home/apt";50;2;266;"2022-09-01";3,96;3;112;4;"VFT/SE/01687";3,91202300542815;0,693147180559945;"Entire home/apt";0
"1231";"Oasis in Seville's Plaza de Museo";120231133;"Javier";"Casco Antiguo";"Encarnación, Regina";37,3931;-5,99857;"Entire home/apt";104;3;119;"2022-06-26";1,94;1;148;21;"VFT/SE/02923";4,64439089914137;1,09861228866811;"Entire home/apt";1
"1232";"Apart. chic centro 3 dormitorios A/A WIFI";120231930;"Julian";"Casco Antiguo";"San Bartolomé";37,39075;-5,98584;"Entire home/apt";45;60;53;"2022-06-17";0,79;1;274;2;"VFT/SE/02044";3,80666248977032;4,0943445622221;"Entire home/apt";1
"1233";"Apartamento céntrico los Naranjos de Santa Justa";110755481;"Patricia";"San Pablo - Santa Justa";"Carretera de Carmona, María Auxiliadora, Fontanal";37,39699;-5,97829;"Entire home/apt";99;2;190;"2022-08-18";2,82;3;66;28;"VFT/SE/01645";4,59511985013459;0,693147180559945;"Entire home/apt";0
"1236";"Ideal apartamento en corazón de Sevilla.";120356998;"Isabel";"Casco Antiguo";"Arenal";37,38714;-5,99495;"Entire home/apt";63;2;104;"2021-06-21";1,55;2;0;0;"VFT/SE/1716";4,14313472639153;0,693147180559945;"Entire home/apt";1
"1237";"Cathedral Studio, Luxury Studio just in the Center";4431575;"SevilleBnB";"Casco Antiguo";"Santa Cruz";37,38866;-5,99262;"Entire home/apt";148;3;29;"2022-08-28";0,45;6;42;4;"VFT/SE/01669";4,99721227376411;1,09861228866811;"Entire home/apt";1
"1238";"Suite en impresionante y lujosa Villa del año 1929";120464532;"Manuel";"Nervión";"Nervión";37,37804;-5,96927;"Private room";85;2;59;"2022-09-08";0,89;2;239;21;"CTC/2018158120";4,44265125649032;0,693147180559945;"Private room";0
"1239";"Eva Recommends Gerona Casa Sevillana S.XIX (12 p)";31420918;"Eva Recommends";"Casco Antiguo";"Encarnación, Regina";37,39446;-5,98957;"Entire home/apt";247;1;24;"2020-02-23";0,37;15;24;0;"CTC2016149823";5,50938833662798;0;"Entire home/apt";1
"1241";"CASA@IBARRA Ap Judería VTF/SE/01816";42371567;"Juanfran";"Casco Antiguo";"San Bartolomé";37,3898;-5,98871;"Entire home/apt";87;2;262;"2022-09-06";3,89;4;324;63;"VFT/SE/01816";4,46590811865458;0,693147180559945;"Entire home/apt";1
"1242";"Loft de aire artístico cerca de Casa de Pilatos en Sevilla";81886059;"Julia Y María";"Casco Antiguo";"Alfalfa";37,39012;-5,98891;"Entire home/apt";109;3;219;"2022-09-25";3,29;3;138;27;"VFT/SE/01599";4,69134788222914;1,09861228866811;"Entire home/apt";1
"1243";"Cosy flat close to Santa Justa station";8625083;"Marie";"San Pablo - Santa Justa";"Carretera de Carmona, María Auxiliadora, Fontanal";37,40024;-5,97427;"Private room";30;2;88;"2022-09-04";1,32;1;21;18;"6633201TG3463S0006ST";3,40119738166216;0,693147180559945;"Private room";0
"1244";"En pleno centro con patio privado!!";121109210;"Carmen";"Casco Antiguo";"Alfalfa";37,391842;-5,993608;"Entire home/apt";65;3;170;"2022-09-06";2,54;3;312;47;"VFT/SE/02235";4,17438726989564;1,09861228866811;"Entire home/apt";1
"1245";"6 personas, baño privado, wifi, Sta Justa, 3 rooms";118892990;"María";"San Pablo - Santa Justa";"Las Huertas";37,39589;-5,97001;"Private room";105;1;2;"2021-05-30";0,03;1;0;0;"CTC2018142249";4,65396035015752;0;"Private room";0
"1246";"Great apartment in Nervión, Wifi. VFT/SE/02222";4594342;"Oscar";"Nervión";"La Calzada";37,38824;-5,97532;"Entire home/apt";107;3;58;"2022-09-03";0,89;1;204;7;"VFT/SE/02222";4,67282883446191;1,09861228866811;"Entire home/apt";0
"1247";"Casa de Mariana 5. WIFI GRATIS. COME TO SEVILLA";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,38203;-5,99324;"Private room";126;1;5;"2021-09-03";0,1;29;251;0;"H/SE/01051";4,83628190695148;0;"Private room";1
"1248";"Eva Recommends Sentencia OutstandingSmart&Romantic";31420918;"Eva Recommends";"Casco Antiguo";"San Gil";37,40071;-5,99113;"Entire home/apt";154;1;121;"2022-09-14";1,8;15;155;27;"VFT/SE/02003";5,03695260241363;0;"Entire home/apt";1
"1249";"Calm and renovated in center, perfect for couples!";107679370;"David";"Casco Antiguo";"Alfalfa";37,38882;-5,99086;"Entire home/apt";57;2;270;"2020-06-01";4,05;12;0;0;"VFT/SE/02257";4,04305126783455;0,693147180559945;"Entire home/apt";1
"1250";"ALOJAMIENTO +WIFI CERCA DEL CENTRO BIEN COMUNICADO";121504789;"Fatima";"Macarena - Norte";"San Jerónimo";37,42878;-5,98106;"Entire home/apt";61;1;33;"2022-04-21";0,49;1;137;3;"ctc-2021056701";4,11087386417331;0;"Entire home/apt";0
"1251";"En el corazón de Sevilla VFT/SE/00464 bajo";121511813;"Maria Jose";"Casco Antiguo";"San Bartolomé";37,38896;-5,98915;"Entire home/apt";72;2;50;"2022-06-18";0,75;2;266;20;"VFT SE 00464";4,27666611901606;0,693147180559945;"Entire home/apt";1
"1252";"Centro de Sevilla junto a la Iglesia de San Luis";118874877;"Vicente";"Casco Antiguo";"San Julián";37,39835;-5,98781;"Entire home/apt";86;3;117;"2022-09-22";1,76;1;99;13;"VFT/SE/01719";4,45434729625351;1,09861228866811;"Entire home/apt";1
"1253";"Piso en el centro de Sevilla. VFT/SE/02089";80179982;"Pilar";"Casco Antiguo";"Museo";37,39271;-6,00258;"Entire home/apt";106;2;125;"2022-09-25";1,9;1;85;32;"VFT/SE/02089";4,66343909411207;0,693147180559945;"Entire home/apt";1
"1254";"Loft reformed perfect location!WIFI";121635201;"María E Iván";"Triana";"Triana Casco Antiguo";37,38161;-5,99946;"Entire home/apt";50;2;220;"2022-09-18";3,31;5;324;33;"VFT/SE/01981";3,91202300542815;0,693147180559945;"Entire home/apt";0
"1255";"Sevilla Arenal";33092492;"Valme";"Casco Antiguo";"Arenal";37,38818;-5,99947;"Entire home/apt";55;2;107;"2022-05-20";1,61;2;0;10;"VFT/SE/02757";4,00733318523247;0,693147180559945;"Entire home/apt";1
